0.000000000000000000e+00,0.000000000000000000e+00
3.941456773315180628e-01,0.000000000000000000e+00
7.365554799183118284e-01,0.000000000000000000e+00
1.018379850238257278e+00,0.000000000000000000e+00
1.551395507147719455e+00,0.000000000000000000e+00
5.300204220558202728e+00,0.000000000000000000e+00
9.758339006126616866e+00,0.000000000000000000e+00
1.955411844792375931e+01,0.000000000000000000e+00
3.059972770592239755e+01,0.000000000000000000e+00

9.149311910938587483e-07,0.000000000000000000e+00
2.654062392554417116e-01,3.187035872473051867e-01
6.996917976716527932e-01,2.328731848362355084e-01
9.990957782887918137e-01,1.982748830891376546e-01
1.543086974297006142e+00,1.603498215586650621e-01
5.299492565583387105e+00,8.716110632441959050e-02
9.758128027316249842e+00,6.453913979747098739e-02
1.955406599626530451e+01,4.524393305389718539e-02
3.059970629596738334e+01,3.592900566044775895e-02

3.629581236215752907e-06,1.327191057250721631e-07
-1.214069021928571024e-02,4.587133822050786791e-01
5.930385495056473832e-01,4.425175137085974875e-01
9.419962947933583353e-01,3.890449600676005870e-01
1.518250396173759231e+00,3.189818735670471028e-01
5.297357795446102635e+00,1.742987945181756204e-01
9.757495100728945658e+00,1.290755111974347946e-01
1.955390864158541575e+01,9.048762483643792154e-02
3.059964206613315341e+01,7.185796133202825009e-02

8.083598085278165333e-06,4.953767857878742773e-07
-2.846582325433453797e-01,4.088248265583087626e-01
4.278350307232142713e-01,6.084698059855004892e-01
8.493049037975333171e-01,5.651149367490233555e-01
1.477151860933604954e+00,4.741967618457705869e-01
5.293800494411704527e+00,2.613896530392047501e-01
9.756440255891325464e+00,1.936063458959025874e-01
1.955364638477035655e+01,1.357308340763199173e-01
3.059953501651212093e+01,1.077868170257742508e-01

1.420914415366212694e-05,1.159671542057913750e-06
-4.650727571135888638e-01,2.266646042050865784e-01
2.210503706063371432e-01,7.152804443214909602e-01
7.246145822220101396e-01,7.198919927198403901e-01
1.420231644057165399e+00,6.243316682877444457e-01
5.288821635973945945e+00,3.484102835557869038e-01
9.754963542001135579e+00,2.581288757785384358e-01
1.955327922729678036e+01,1.809733195024793850e-01
3.059938514725823211e+01,1.437155227525389600e-01

2.193309455678991017e-05,2.177478035541082059e-06
-5.111583368938242833e-01,-2.096094565261771847e-02
-6.803029368186663817e-03,7.539051922545483286e-01
5.727269226393765233e-01,8.476467290807642163e-01
1.348099478062194878e+00,7.677781688144201810e-01
5.282422582492531937e+00,4.353373075940186188e-01
9.753065027911334894e+00,3.226403330193931551e-01
1.955280717123126166e+01,2.262148398443983299e-01
3.059919245858691639e+01,1.796440285229352618e-01

3.117993275902258208e-05,3.579774585983636110e-06
-4.045502469976305360e-01,-2.623244685887430316e-01
-2.340175683635697945e-01,7.221618312900401904e-01
3.994421683051863625e-01,9.437296798879922788e-01
1.261528021651572518e+00,9.029994641976473169e-01
5.274605084735951799e+00,5.221473731955400543e-01
9.750744802111334764e+00,3.871379501817800994e-01
1.955223021922981630e+01,2.714551538325096769e-01
3.059895695077500122e+01,2.155722843472905048e-01

4.187820155782775490e-05,5.375198850078245166e-06
-1.535879392026138768e-01,-4.100901686740286989e-01
-4.398309978797974029e-01,6.243903406221343877e-01
2.113131299937415220e-01,1.004734788702512205e+00
1.161444590832562351e+00,1.028546836466475600e+00
5.265371281333604436e+00,6.088171615698909633e-01
9.748002972706146352e+00,4.516189603206467451e-01
1.955154837453746808e+01,3.166940201986643277e-01
3.059867862416067652e+01,2.515002402356110167e-01

5.397153007097829668e-05,7.552100103480176338e-06
1.705450210520961796e-01,-3.625392034091024507e-01
-6.061518475732662337e-01,4.705626366786325177e-01
1.537707428036697022e-02,1.028605315920654295e+00
1.048921236976631644e+00,1.143075156639719259e+00
5.254723698130542964e+00,6.953233937305749457e-01
9.744839667393369709e+00,5.160805970858741709e-01
1.955076164098785441e+01,3.619311976766202421e-01
3.059835747914343429e+01,2.874278461975504073e-01

6.743004213416855998e-05,1.009556478569206489e-05
3.886273593772223700e-01,-8.946959805064608195e-02
-7.188164421685488970e-01,2.750865522116319184e-01
-1.811205864828506762e-01,1.014681528717088943e+00
9.251632774771499923e-01,1.245357280321622850e+00
5.242665247434976195e+00,7.816428371108966600e-01
9.741255033437607125e+00,5.805200948264044314e-01
1.954987002300285326e+01,4.071664450025346826e-01
3.059799351618403307e+01,3.233550522423779272e-01

8.222863995276731867e-05,1.301186356201301514e-05
3.615329960151216215e-01,2.400613794057178674e-01
-7.684233972575246208e-01,5.548254691514825643e-02
-3.709983019119797998e-01,9.636928259990819035e-01
7.914964020040716752e-01,1.334297179302975866e+00
5.229199227157565133e+00,8.677523121616202983e-01
9.737249237642535249e+00,6.449346886953845059e-01
1.954887352559224922e+01,4.523995209154469954e-01
3.059758673580448018e+01,3.592818083789434125e-01

9.832124249354452750e-05,1.629969008271996890e-05
1.574546084217124942e-01,4.520521523698037836e-01
-7.508273601191588487e-01,-1.689717183434516490e-01
-5.473956234912581431e-01,8.776994117645502413e-01
6.493524924735281090e-01,1.408941671320026456e+00
5.214329319848338251e+00,9.536286989214642906e-01
